athlete_id,name,dob,height_in,reach_in,stance
2506556,David Mitchell,1979-10-24,72.0,75.5,Orthodox
2506560,Lance Benoist,1988-08-26,71.0,73.0,Southpaw
2506562,Josh Sampo,1984-07-24,65.0,64.0,Orthodox
2506570,Damian Grabowski,1980-05-12,73.0,75.0,Orthodox
2507860,Pat Audinwood,1986-04-16,72.0,,Orthodox
2509241,Rob Broughton,1983-03-03,74.0,74.0,--
2509285,Vinicius Queiroz,1983-08-29,79.0,,--
2509286,Curt Warburton,,72.0,73.0,Orthodox
2509287,Tom Blackledge,1986-05-18,72.0,,Orthodox
2509288,Paul Sass,1988-08-04,73.0,73.0,Orthodox
2509290,Daniel Cormier,1979-03-20,71.0,72.5,Orthodox
2509759,Hatsu Hioki,1983-07-18,71.0,73.0,Orthodox
2511420,Tor Troeng,1983-01-25,74.0,77.0,Orthodox
2511447,Magnus Cedenblad,1982-04-10,75.0,79.0,Orthodox
2511778,Michael Lombardo,1990-04-03,72.0,72.0,Orthodox
2512055,Zak Cummings,1984-08-02,72.0,75.0,Southpaw
2512083,Nico Musoke,1986-04-05,72.0,75.0,Orthodox
2512085,Sirwan Kakai,1989-10-03,66.0,66.5,Orthodox
2512089,Demetrious Johnson,1986-08-13,63.0,66.0,Orthodox
2512090,Tyler Toner,,,70.5,Orthodox
2512531,Tiequan Zhang,1978-07-25,68.0,70.0,Orthodox
2512958,Dustin Ortiz,1988-12-25,65.0,65.0,Orthodox
2512969,Daron Cruickshank,1985-06-11,68.0,72.0,Switch
2512976,Anthony Smith,1988-07-26,76.0,76.0,Orthodox
2512983,Mike Ricci,1986-03-18,72.0,77.0,Southpaw
2512984,Wilson Reis,1985-01-06,64.0,65.0,Southpaw
2512985,Felice Herrig,1984-09-18,64.0,65.0,Orthodox
2512986,Jessica Rakoczy,1977-04-14,67.0,68.0,Orthodox
2514776,JC Cottrell,1989-11-04,70.0,71.0,Orthodox
2514827,Chas Skelly,1985-05-11,71.0,72.0,Orthodox
2514828,Daniel Pineda,1985-08-06,67.0,69.0,Orthodox
2514871,Johnny Bedford,1983-01-06,70.0,71.0,Orthodox
2514885,Joe Soto,1987-03-22,68.0,65.0,Orthodox
2515909,Nah-Shon Burrell,1990-02-05,73.0,71.0,Orthodox
2515913,Kenny Robertson,1984-02-14,70.0,74.0,Orthodox
2516118,Joey Gambino,1988-10-26,67.0,,Orthodox
2516131,Amanda Nunes,1988-05-30,68.0,69.0,Orthodox
2516135,Francisco Trinaldo,1978-08-24,69.0,70.0,Southpaw
2516139,Yuri Villefort,1991-03-23,72.0,73.0,Orthodox
2516141,Cristiano Marcello,,69.0,72.0,Orthodox
2517085,Aisling Daly,1987-12-24,63.0,64.0,Orthodox
2517087,Kevin Croom,1987-07-15,71.0,73.0,Orthodox
2517103,John Cofer,1984-04-29,69.0,,Southpaw
2517112,Cody Pfister,1990-07-12,70.0,73.0,Orthodox
2517121,Sabah Homasi,1988-10-19,72.0,72.0,Orthodox
2517122,Hayder Hassan,1982-10-20,70.0,70.0,--
2517186,Brian Kelleher,1986-08-19,66.0,66.0,Switch
2517353,James Toney,1968-08-24,70.0,,Orthodox
2517731,Shane Howell,1983-11-28,68.0,69.5,Orthodox
2519774,Paul Bradley,1983-05-17,69.0,,Orthodox
2519810,Sarah Kaufman,1985-09-20,65.0,67.0,Orthodox
2519811,Luke Rockhold,1984-10-17,75.0,77.0,Southpaw
2523679,Chico Camus,1985-01-26,66.0,66.0,Orthodox
2525098,Nick Pace,1987-04-17,67.0,68.0,Orthodox
2525099,Lyman Good,1985-05-26,72.0,74.0,Orthodox
2525965,Kazuki Tokudome,1987-03-04,71.0,73.0,Southpaw
2526108,Carlos Eduardo Rocha,1981-07-12,70.0,70.0,Orthodox
2526109,Pascal Krauss,1987-04-19,73.0,72.0,Orthodox
2526298,Maiquel Falcao,1981-03-08,71.0,,Orthodox
2526299,Edson Barboza,1986-01-21,71.0,75.0,Orthodox
2526824,Pablo Garza,1983-09-16,73.0,73.0,Orthodox
2527756,Fabio Maldonado,1980-03-17,73.0,75.0,Orthodox
2527758,Ryan Couture,1982-08-27,70.0,73.0,Orthodox
2527791,Zach Makovsky,1982-06-30,68.0,64.0,Southpaw
2527802,Alexandre Ferreira,1979-04-25,67.0,,Orthodox
2527805,Dennis Bermudez,1986-12-13,66.0,66.0,Orthodox
2528568,Jimmy Wallhead,1980-04-08,70.0,73.0,Orthodox
2528638,Edward Faaloloto,,69.0,70.0,--
2528639,Mark Scanlon,,69.0,,Orthodox
2529520,John Makdessi,1985-05-03,68.0,68.0,Orthodox
2531642,TJ O'Brien,1987-01-01,74.0,,Orthodox
2531643,Sean Pierson,1976-03-10,72.0,76.0,Southpaw
2531855,Francisco Rivera,1981-10-08,68.0,71.0,Orthodox
2532869,Willamy Freire,,,,--
2532870,Patricio Pitbull,1987-07-07,66.0,67.0,Orthodox
2532871,Ken Stone,1982-10-08,68.0,71.0,--
2532872,Iuri Alcantara,1980-08-04,69.0,71.0,Southpaw
2534948,Mike Lullo,1979-07-24,68.0,,Orthodox
2536065,Justin Lawrence,1990-05-15,68.0,67.0,Orthodox
2536068,Patrick Cummins,1980-11-16,74.0,76.5,Orthodox
2536132,Sako Chivitchian,,,,--
2536133,Cody McKenzie,1987-12-16,72.0,72.0,Switch
2536134,Aaron Wilkinson,,70.0,,--
2537055,Yosdenis Cedeno,1985-02-12,68.0,69.5,Orthodox
2537490,Riki Fukuda,1981-01-06,72.0,73.0,Southpaw
2537491,Nick Ring,1979-02-10,73.0,74.0,Southpaw
2546733,Luke Sanders,1985-12-12,66.0,67.0,Southpaw
2552405,Shane Del Rosario,1983-09-23,76.0,,Southpaw
2552406,Lavar Johnson,1977-06-11,75.0,82.0,Orthodox
2552660,Gian Villante,1985-08-18,75.0,76.0,Orthodox
2552663,John Cholish,1983-12-17,71.0,74.0,Orthodox
2552777,Germaine de Randamie,1984-04-24,69.0,71.0,Orthodox
2552906,Alex Caceres,1988-06-20,70.0,73.5,Southpaw
2553018,Jeremy Larsen,1986-03-11,70.0,70.0,Orthodox
2553021,Miesha Tate,1986-08-18,66.0,65.0,Orthodox
2553049,Steven Siler,1987-02-15,70.0,70.0,Orthodox
2553221,Angel De Anda,1985-05-28,68.0,,Orthodox
2553261,Gerald Meerschaert,1987-12-18,73.0,77.5,Southpaw
2553271,Che Mills,1982-09-29,73.0,76.0,Orthodox
2553304,Constantinos Philippou,1979-11-29,71.0,73.0,Orthodox
2553310,Marlon Moraes,1988-04-26,66.0,69.0,Orthodox
2553993,Chris Weidman,1984-06-17,74.0,78.0,Orthodox
2553994,Reuben Duran,1983-07-02,67.0,69.0,Orthodox
2553996,Uriah Hall,1984-07-31,72.0,79.5,Orthodox
2554001,Marcin Held,1992-01-18,69.0,71.0,Orthodox
2554402,Cindy Dandois,1984-10-26,67.0,70.0,Orthodox
2554630,Dylan Andrews,1979-11-15,75.0,73.5,Switch
2554674,Liz Carmouche,1984-02-19,66.0,66.0,Orthodox
2554676,Nazareno Malegarie,1986-05-16,68.0,70.0,--
2554705,Valentina Shevchenko,1988-03-07,65.0,66.5,Southpaw
2555198,Donny Walker,1980-01-04,69.0,,--
2555438,Tom Niinimaki,1982-07-25,69.0,69.0,Orthodox
2555489,Derrick Krantz,1988-01-13,70.0,72.0,Orthodox
2555491,Josh Shockley,1989-11-15,73.0,74.5,Orthodox
2555540,Kevin Aguilar,1988-09-07,67.0,73.0,Orthodox
2555557,Rony Jason,1984-03-21,67.0,70.0,Orthodox
2555607,Vaughan Lee,1982-10-15,66.0,66.0,Orthodox
2555639,Jerrod Sanders,1979-10-01,68.0,72.0,Orthodox
2555668,Michael McDonald,1991-01-15,69.0,70.0,Orthodox
2555761,Edwin Figueroa,1984-07-31,67.0,69.0,Orthodox
2555778,Edgar Garcia,1984-02-22,70.0,71.0,Orthodox
2556056,Diego Brandao,1987-05-27,67.0,68.5,Orthodox
2556638,Blagoy Ivanov,1986-10-09,71.0,73.0,Southpaw
2556644,Cody Donovan,1981-02-20,75.0,74.0,Orthodox
2556754,Robert Peralta,,68.0,71.0,Orthodox
2556793,Lorenz Larkin,1986-09-03,71.0,72.5,Orthodox
2557012,Lazar Stojadinovic,1989-03-22,67.0,68.0,Southpaw
2557014,Ramiro Hernandez,1986-07-22,69.0,69.0,Orthodox
2557025,Ildemar Alcantara,1982-11-18,74.0,78.0,Orthodox
2557028,Vitor Miranda,1979-03-10,73.0,77.0,Orthodox
2557453,Oli Thompson,1980-01-02,73.0,75.0,Orthodox
2557518,Anthony Birchak,1986-05-16,68.0,69.0,Orthodox
2557569,James Head,1984-02-09,73.0,73.0,Orthodox
2557772,Tom Gallicchio,1986-09-23,70.0,73.0,Southpaw
2557936,Rashid Magomedov,1984-05-14,69.0,70.5,Orthodox
2557945,Tom Watson,1982-07-13,73.0,73.0,Orthodox
2557955,Bubba McDaniel,1983-05-03,75.0,75.0,Southpaw
2558045,John Phillips,1985-06-09,71.0,75.0,Southpaw
2558062,Shamil Abdurakhimov,1981-09-02,75.0,76.0,Orthodox
2558075,Marcos Rogerio de Lima,1985-06-25,73.0,75.0,Orthodox
2558159,Azunna Anyanwu,1981-08-05,73.0,77.0,Orthodox
2558166,Henry Martinez,1983-08-07,67.0,68.0,Southpaw
2558192,Matt Lucas,,73.0,,--
2558383,Jason Young,1986-06-28,69.0,73.0,Orthodox
2558393,Darren Uyenoyama,1979-10-15,66.0,64.5,Orthodox
2558397,Sheldon Westcott,1984-08-20,73.0,71.0,Southpaw
2558492,Maxim Grishin,1984-05-02,75.0,78.0,Orthodox
2558506,Viscardi Andrade,1984-03-08,72.0,75.0,Orthodox
2558526,Gabriel Miranda,1990-03-25,71.0,71.0,Orthodox
2558612,Caros Fodor,1984-01-07,69.0,74.0,Orthodox
2559233,John Maguire,1983-05-19,69.0,69.0,Southpaw
2559755,Ronny Markes,1988-04-21,73.0,75.0,Orthodox
2559758,Sam Alvey,1986-05-06,74.0,75.5,Southpaw
2559762,Shawn Jordan,1984-10-21,72.0,75.5,Southpaw
2559785,Bristol Marunde,1982-04-20,73.0,71.0,Orthodox
2559933,Jessica Aguilar,1982-05-08,63.0,63.0,Orthodox
2559934,Carla Esparza,1987-10-10,61.0,63.0,Orthodox
2559935,Josh Samman,1988-03-14,75.0,79.0,Orthodox
2559936,Darrell Montague,1987-11-03,66.0,67.0,Southpaw
2559966,Erick Silva,1984-06-21,72.0,74.0,Orthodox
2560056,Derek Brunson,1984-01-04,73.0,77.0,Southpaw
2560060,Trevor Smith,1981-01-05,75.0,75.0,Orthodox
2560085,Tony Ferguson,1984-02-12,71.0,76.5,Orthodox
2560086,Ramsey Nijem,1988-04-01,73.0,75.0,Orthodox
2560087,Shamar Bailey,1982-09-22,68.0,75.0,--
2560088,Ryan McGillivray,,71.0,,--
2560089,Justin Edwards,1983-01-26,70.0,70.0,Orthodox
2560090,Clay Harvison,1980-09-25,73.0,74.0,Orthodox
2560711,Brian Melancon,1982-05-28,68.0,,Orthodox
2560712,Isaac Vallie-Flagg,1978-04-08,68.0,68.5,Orthodox
2560713,Derrick Lewis,1985-02-07,75.0,79.0,Orthodox
2560714,Tony Johnson,1983-05-02,74.0,74.0,Switch
2560725,Francis Carmont,1981-11-10,75.0,78.0,Orthodox
2560738,Ulysses Gomez,1983-05-25,65.0,66.0,Orthodox
2560740,Jussier Formiga,1985-04-14,65.0,67.0,Orthodox
2560746,Alexandre Pantoja,1990-04-16,65.0,67.5,Orthodox
2560750,Jose Maria Tomé,1982-01-04,64.0,65.0,Orthodox
2560800,Adlan Amagov,1984-08-27,74.0,76.0,Orthodox
2560999,Ryan LaFlare,1983-10-01,73.0,74.0,Southpaw
2563796,Ronda Rousey,1987-02-01,67.0,68.0,Orthodox
2563797,Alexis Davis,1984-10-04,66.0,68.0,Orthodox
2565792,Felipe Arantes,1988-02-09,68.0,73.0,Orthodox
2566301,Chris Saunders,1986-03-11,68.0,69.0,--
2566512,Mike Rio,1981-07-06,70.0,70.0,Orthodox
2567565,Papy Abedi,1978-06-30,71.0,,Southpaw
2569886,Sara McMann,1980-09-24,66.0,64.5,Orthodox
2569939,Yoel Romero,1977-04-30,72.0,73.0,Southpaw
2570368,Brock Jardine,1985-07-10,71.0,73.0,Orthodox
2570864,Mike Easton,1984-01-25,66.0,70.0,Southpaw
2574116,Jimy Hettes,1987-06-09,69.0,71.0,Southpaw
2583704,Luis Ramos,,,,--
2585966,Dominique Steele,1988-01-25,70.0,74.0,Orthodox
2585977,Jorge Lopez,1988-11-21,70.0,,Orthodox
2585978,Yan Cabral,1983-05-13,71.0,73.0,Orthodox
2587852,Joseph Sandoval,1986-05-11,66.0,,Southpaw
2587853,Walel Watson,1984-07-16,71.0,69.0,Orthodox
2589005,Mitch Clarke,1985-11-24,70.0,73.0,Orthodox
2589311,Phil de Fries,1986-04-21,76.0,82.0,Orthodox
2591290,Mike Stumpf,1983-07-23,70.0,71.0,--
2591297,Dhiego Lima,1989-01-31,74.0,75.0,Orthodox
2591306,Cody Gibson,1987-09-11,70.0,71.0,Orthodox
2592866,Antonio Braga Neto,1987-10-29,75.0,77.0,Orthodox
2592872,Clifford Starks,1981-04-25,70.0,77.0,Orthodox
2594612,Byron Bloodworth,1983-08-16,68.0,69.0,Orthodox
2594871,Dustin Jacoby,1988-04-04,75.0,76.0,Orthodox
2594874,Ben Nguyen,1988-08-03,65.0,65.0,Switch
2596595,Nordine Taleb,1981-06-10,73.0,74.5,Orthodox
2609397,John Dodson,1984-09-26,63.0,66.0,Orthodox
2609398,Josh Ferguson,1988-05-13,65.0,,Orthodox
2609505,Roger Hollett,1978-10-08,70.0,70.0,Orthodox
2610172,Alex Soto,1984-02-15,66.0,71.0,Southpaw
2610175,Jake Hecht,1984-02-09,72.0,76.0,Orthodox
2611102,Jimi Manuwa,1980-02-18,73.0,79.5,Orthodox
2611339,Ednaldo Oliveira,1984-02-19,79.0,81.5,Orthodox
2611557,Khabib Nurmagomedov,1988-09-20,70.0,70.0,Orthodox
2611719,TJ Dillashaw,1986-02-07,66.0,67.0,Orthodox
2611722,Michael Kuiper,1989-06-07,72.0,73.0,Orthodox
2611950,Louis Gaudinot,1984-08-28,63.0,63.0,Orthodox
2611951,Marcus Brimage,1985-04-06,64.0,71.0,Southpaw
2611952,Stephen Bass,1982-11-14,69.0,,--
2611953,John Albert,1986-10-13,68.0,68.0,--
2611954,Roland Delorme,1983-12-18,69.0,71.0,Orthodox
2611955,Josh Clopton,1981-07-11,66.0,,Orthodox
2612668,Eddie Mendez,1984-01-16,70.0,,--
2613316,Yasuhiro Urushitani,1976-09-08,65.0,,Southpaw
2613374,Kyoji Horiguchi,1990-10-12,64.0,63.0,Orthodox
2613376,Luis Ramos,1981-01-18,68.0,,Orthodox
2613965,Caio Magalhaes,1987-12-14,73.0,73.0,Orthodox
2614020,Tim Elliott,1986-12-24,67.0,66.0,Southpaw
2614206,Mitch Gagnon,1984-10-10,65.0,65.5,Southpaw
2614777,Chris Spang,1987-11-26,74.0,,Orthodox
2614926,Nick Penner,1980-03-26,76.0,77.0,Southpaw
2614927,Estevan Payan,1982-04-03,70.0,72.0,Orthodox
2614929,Besam Yousef,1985-03-25,71.0,71.0,Orthodox
2614930,Simeon Thoresen,1984-03-14,74.0,79.0,Orthodox
2614933,Max Holloway,1991-12-04,71.0,69.0,Orthodox
2615075,Jared Papazian,1988-02-01,68.0,67.0,Southpaw
2615076,Pat Schilling,1988-08-28,68.0,69.0,Orthodox
2615077,Stephen Thompson,1983-02-11,72.0,75.0,Orthodox
2615078,Akira Corassani,1982-08-27,68.0,68.0,Orthodox
2615258,Tommy Hayden,1986-03-11,69.0,72.0,Southpaw
2615259,Justin Salas,,68.0,70.0,Southpaw
2615260,Anton Kuivanen,1984-05-01,69.0,72.0,Orthodox
2615270,Buddy Roberts,1982-10-17,74.0,,Orthodox
2615272,Yoislandy Izquierdo,1984-01-09,71.0,,Southpaw
2615273,Bernardo Magalhaes,1981-04-08,69.0,65.0,Orthodox
2616899,Dan Stittgen,1980-11-17,73.0,,Orthodox
2616900,Andrew Craig,1986-01-15,73.0,76.0,Orthodox
2617232,Tom DeBlass,1982-05-14,72.0,75.0,Orthodox
2617286,Bruno Santos,1987-07-17,69.0,69.5,Orthodox
2617539,John Lineker,1990-06-12,63.0,67.0,Orthodox
2617690,Issei Tamura,1984-03-12,65.0,63.0,Orthodox
2618068,Robert Drysdale,1981-01-01,75.0,78.5,Orthodox
2618069,Ike Villanueva,1984-04-04,73.0,73.0,Orthodox
2950864,Azamat Gashimov,1990-04-07,66.0,66.0,Orthodox
2950951,Alexander Yakovlev,1984-07-18,75.0,74.0,Southpaw
2951136,Adam Antolin,1982-02-28,65.0,63.0,Orthodox
2951202,Drew Dober,1988-10-19,68.0,70.0,Southpaw
2951241,Chris Gruetzemacher,1986-06-16,68.0,68.0,Orthodox
2951282,Naoyuki Kotani,1981-12-08,68.0,66.5,Southpaw
2951361,Julianna Peña,1989-08-19,66.0,69.0,Orthodox
2951482,Brandon Thatch,1985-07-11,74.0,74.5,Switch
2951504,Michelle Waterson-Gomez,1986-01-06,63.0,62.0,Orthodox
2953005,Nick Newell,1986-03-17,70.0,,Southpaw
2953475,Guto Inocente,1986-05-29,75.0,77.5,Orthodox
2953549,CJ Keith,1986-08-09,72.0,,Orthodox
2957076,Marcus LeVesseur,1983-07-17,70.0,70.0,Southpaw
2957596,Ilir Latifi,1982-07-28,70.0,73.5,Orthodox
2957831,Wagner Campos,1981-07-31,66.0,,Southpaw
2958022,Hacran Dias,1984-05-16,68.0,69.0,Orthodox
2959422,Chidi Njokuani,1988-12-31,75.0,80.0,Orthodox
2959588,Philipe Lins,1985-08-17,74.0,78.0,Orthodox
2960675,Sam Sicilia,1986-02-01,68.0,67.0,Orthodox
2960676,Myles Jury,1988-10-31,70.0,73.0,Orthodox
2960677,Erik Perez,1989-11-19,68.0,68.0,Orthodox
2960678,Chris Tickle,1982-02-01,69.0,,--
2960679,Vinc Pichel,1982-11-23,70.0,72.0,Orthodox
2960680,Al Iaquinta,1987-04-30,70.0,70.0,Orthodox
2960681,Michael Chiesa,1987-12-07,73.0,75.5,Southpaw
2960682,James Vick,1987-02-23,75.0,76.0,Orthodox
2960683,Joe Proctor,1985-08-10,70.0,72.0,Orthodox
2960755,Leandro Issa,1983-09-19,66.0,69.0,Orthodox
2960757,Chris Barnett,1986-06-14,69.0,75.0,Orthodox
2961618,Wagner Prado,1986-12-30,76.0,74.0,Southpaw
2964410,Andy Ogle,1989-02-16,68.0,69.0,Orthodox
2964412,Marcelo Guimaraes,1983-06-25,72.0,73.0,Orthodox
2965056,Hugo Viana,1982-09-26,66.0,67.5,Orthodox
2965057,John Teixeira,1986-11-18,67.0,,Orthodox
2965058,Godofredo Pepey,1987-07-02,67.0,73.5,Orthodox
2965133,Sergio Moraes,1982-07-23,72.0,72.0,Orthodox
2965138,Cezar Ferreira,1985-02-15,73.0,78.0,Southpaw
2965159,Anistavio Medeiros,1988-05-01,67.0,,Orthodox
2965160,Marcos Vinicius,1979-12-05,69.0,,Orthodox
2965161,Thiago Perpetuo,1987-12-14,70.0,,Orthodox
2965162,Leonardo Mafra,1989-04-25,70.0,70.0,Orthodox
2965188,Elvis Mutapcic,1986-07-19,72.0,72.0,Orthodox
2965200,Reginaldo Vieira,1982-11-26,67.0,65.0,Orthodox
2966232,Yui Chul Nam,1981-07-16,69.0,69.0,Orthodox
2966920,Bubba Bush,1985-07-24,72.0,73.5,Orthodox
2968419,Danny Roberts,1987-07-14,73.0,74.0,Southpaw
2968990,Gunnar Nelson,1988-07-28,71.0,72.0,Switch
2969823,Jordan Rinaldi,1987-09-25,70.0,72.0,Orthodox
2970382,Valerie Letourneau,1983-04-29,67.0,68.5,Orthodox
2970430,Leslie Smith,1982-08-17,69.0,66.0,Orthodox
2970798,John Moraga,1984-03-20,66.0,66.0,Orthodox
2971118,Gadzhimurad Antigulov,1987-02-09,71.0,70.5,Orthodox
2972878,Hector Sandoval,1986-07-19,62.0,64.0,Orthodox
2975070,Renee Forte,,67.0,71.0,Orthodox
2975297,Alptekin Ozkilic,1986-03-27,67.0,65.0,Orthodox
2976026,Tyson Nam,1983-10-06,67.0,68.0,Orthodox
2976027,Pedro Nobre,1986-02-13,65.0,,--
2976752,Abel Trujillo,1983-09-18,68.0,70.0,Orthodox
2976990,Ruslan Magomedov,1986-11-26,75.0,78.0,Orthodox
2976993,Jack Marshman,1989-12-19,72.0,73.0,Orthodox
2977004,Henry Briones,1980-10-22,67.0,69.0,Orthodox
2978012,Iliarde Santos,1980-09-25,65.0,66.0,Orthodox
2983499,Matt Van Buren,1986-06-12,77.0,76.5,--
2983500,Mark Godbeer,1983-11-22,76.0,77.5,Orthodox
2984770,Chris Curtis,1987-07-15,70.0,75.5,Orthodox
2984771,Sean O'Connell,1983-09-02,74.0,74.0,Orthodox
2984772,Clay Collard,1993-03-10,72.0,74.0,Orthodox
2984784,Mike Santiago,1989-07-28,70.0,69.0,Orthodox
2986685,Danny Mitchell,1986-08-08,74.0,,Orthodox
2987934,Cat Zingano,1982-07-01,66.0,68.0,Southpaw
2988175,Jake Collier,1988-10-25,75.0,78.5,Orthodox
2989128,Jessica Penne,1983-01-30,65.0,67.0,Orthodox
2989130,Barb Honchak,1979-08-30,64.0,65.5,Orthodox
2989137,Matt Bessette,1984-12-28,70.0,70.5,Orthodox
2989176,Willie Gates,1987-01-21,68.0,70.0,Orthodox
2989346,Johnny Case,1989-06-26,70.0,73.0,Orthodox
2989380,Jimmy Flick,1990-09-07,67.0,68.0,Orthodox
2989848,Neil Seery,1979-08-30,66.0,64.5,Orthodox
2989857,Guido Cannetti,1979-12-19,66.0,68.0,Southpaw
2990078,Daniel Swain,1991-01-30,69.0,70.0,Orthodox
2990848,Jon Tuck,1984-08-28,71.0,73.0,Orthodox
2992191,Ryan Benoit,1989-08-25,65.0,68.5,Orthodox
2993650,Alexander Volkov,1988-10-24,79.0,80.0,Orthodox
2994349,Matt Schnell,1990-01-15,68.0,70.0,Orthodox
2995167,Raquel Pennington,1988-09-05,67.0,67.5,Orthodox
2996677,Guangyou Ning,1981-12-15,68.0,64.0,Southpaw
2996767,Francimar Barroso,1980-02-28,73.0,75.0,Orthodox
2996856,Christina Marks,1985-11-08,67.0,69.0,Orthodox
2998786,Rustam Khabilov,1986-11-04,68.0,73.0,Orthodox
3001208,Chris Beal,1985-08-06,67.0,69.0,Orthodox
3001297,Edimilson Souza,1984-10-17,72.0,74.0,Orthodox
3001914,Neil Magny,1987-08-03,75.0,80.0,Orthodox
3001923,Jesse Ronson,1985-12-24,70.0,70.0,Southpaw
3001934,Dominic Waters,1989-04-11,73.0,79.0,Orthodox
3001948,Andy Enz,1991-08-15,74.0,78.0,Orthodox
3002028,Sergio Pettis,1993-08-18,66.0,69.0,Orthodox
3002059,Jon Manley,1986-07-07,72.0,,Orthodox
3002086,Colton Smith,1987-08-14,72.0,71.0,Orthodox
3002125,Steve Montgomery,1990-12-19,76.0,75.0,Southpaw
3003458,Jimmie Rivera,1989-06-29,64.0,68.5,Orthodox
3003518,Augusto Montano,1984-10-25,74.0,73.0,Orthodox
3004240,Steve Kennedy,1983-03-07,72.0,71.0,Orthodox
3004241,George Sullivan,1981-03-13,72.0,73.5,Orthodox
3005099,Jessica Eye,1986-07-27,66.0,66.0,Orthodox
3005239,Motonobu Tezuka,1987-08-29,67.0,66.5,Southpaw
3005278,Alessandro Ricci,1982-07-21,71.0,69.0,Orthodox
3005987,Daniel Sarafian,1982-08-21,72.0,73.0,Orthodox
3007887,Hans Stringer,1987-07-06,74.0,73.5,Orthodox
3007946,Igor Araujo,1980-12-06,73.0,77.0,Orthodox
3009714,Ben Wall,1989-03-25,70.0,73.0,Orthodox
3009715,Ben Alloway,1981-02-19,70.0,75.0,Orthodox
3009717,Robert Whittaker,1990-12-20,72.0,73.5,Orthodox
3009718,Colin Fletcher,1983-01-08,74.0,78.0,Orthodox
3009719,Norman Parke,1986-12-22,70.0,70.0,Southpaw
3009720,Mike Wilkinson,1987-09-15,68.0,68.0,Orthodox
3009723,Bradley Scott,1989-06-24,73.0,76.0,Orthodox
3009725,Brendan Loughnane,1989-12-05,69.0,71.0,Switch
3009737,Joe Ellenberger,1985-03-28,69.0,72.0,Orthodox
3010042,Ramazan Emeev,1987-05-23,70.0,76.0,Southpaw
3011425,Jason Saggo,1985-11-23,71.0,71.0,Orthodox
3011426,Shane Campbell,1988-01-21,72.0,71.0,Orthodox
3011878,Claudia Gadelha,1988-12-07,64.0,63.0,Orthodox
3011927,Joe Duffy,1988-02-18,70.0,73.0,Orthodox
3012403,Nandor Guelmino,1975-12-20,75.0,,--
3016425,Richard Walsh,1988-12-01,72.0,73.0,Orthodox
3016689,Artem Lobov,1986-08-11,69.0,65.0,Southpaw
3017276,Yaotzin Meza,1981-01-30,69.0,74.0,Orthodox
3017339,Mats Nilsson,1983-12-05,73.0,74.5,Orthodox
3017946,Will Brooks,1986-10-08,70.0,73.0,Orthodox
3019035,Bec Rawlings,1989-02-11,66.0,64.0,Orthodox
3019078,Shunichi Shimizu,1985-01-31,66.0,66.0,Orthodox
3019244,Lucas Martins,1988-11-11,72.0,72.0,Southpaw
3019246,Kurt Holobaugh,1986-09-08,71.0,70.0,Orthodox
3019933,Jeremy Kimball,1991-03-01,72.0,72.0,Switch
3020090,Matheus Nicolau,1993-01-06,66.0,66.0,Orthodox
3020092,Sheymon Moraes,1990-10-11,68.0,72.0,Orthodox
3020302,Dustin Kimura,1989-05-21,67.0,71.0,Orthodox
3020395,Toby Misech,1988-03-07,68.0,68.0,Southpaw
3020408,Allan Nascimento,1991-09-11,68.0,69.5,Orthodox
3020409,Matt Hobar,1987-01-07,70.0,70.5,Southpaw
3020411,Sean Spencer,1987-06-25,70.0,75.5,Orthodox
3020777,Charles Byrd,1983-10-11,70.0,73.0,Orthodox
3021961,Sultan Aliev,1984-09-17,71.0,74.5,Orthodox
3022067,Michael Page,1987-04-07,75.0,79.0,Switch
3022345,Justin Gaethje,1988-11-14,71.0,70.0,Orthodox
3022348,Jennifer Maia,1988-10-06,64.0,64.0,Orthodox
3022394,Lukasz Sajewski,1990-11-27,68.0,71.5,Orthodox
3022677,Conor McGregor,1988-07-14,69.0,74.0,Southpaw
3023355,Stevie Ray,1990-03-25,70.0,71.0,Southpaw
3023388,Henry Cejudo,1987-02-09,64.0,64.0,Orthodox
3023600,Terrion Ware,1986-03-31,68.0,71.0,Orthodox
3023796,Bojan Mihajlovic,1980-03-30,71.0,73.0,Orthodox
3023804,Steve Garcia,1992-05-22,72.0,75.0,Southpaw
3023815,Walt Harris,1983-06-10,77.0,77.0,Southpaw
3023855,Sheila Gaff,1989-12-29,65.0,62.0,Orthodox
3023856,Milana Dudieva,1989-04-08,65.0,61.5,Orthodox
3024141,Dan Spohn,1984-10-12,76.0,77.0,Southpaw
3024354,Angela Magana,1983-08-02,64.0,65.0,Orthodox
3024356,Lisa Ellis,1982-11-15,64.0,62.0,--
3024357,Nina Nunes,1985-12-03,65.0,64.0,Orthodox
3024386,Kalindra Faria,1986-07-23,67.0,62.0,Switch
3024389,Heather Clark,1980-09-19,66.0,64.5,Orthodox
3024395,Jessica Andrade,1991-09-25,61.0,62.0,Orthodox
3024447,Adam Cella,1985-06-26,74.0,78.0,--
3025088,Mike Rhodes,1989-12-04,72.0,74.5,Orthodox
3025283,Cathal Pendred,1987-09-02,74.0,75.0,Orthodox
3025285,Scott Holtzman,1983-09-30,69.0,69.0,Orthodox
3026011,Kelvin Gastelum,1991-10-24,69.0,71.5,Southpaw
3026114,Jimmy Quinlan,,,72.0,Orthodox
3026131,Clint Hester,1986-11-21,74.0,77.0,Orthodox
